2024-05-13,1
2024-05-14,3
2024-05-15,4
2024-05-16,4
2024-05-17,4
2024-05-18,5
2024-05-19,5
2024-05-20,4
2024-05-21,4
2024-05-22,4
2024-05-23,3
2024-05-24,4
2024-05-25,4
2024-05-26,4
2024-10-13,4
2024-11-02,2
2024-11-02,3
